Match_ID,Player_Name,Batting_Runs,Batting_Mins,Batting_BF,Batting_4s,Batting_6s,Batting_SR,Batting_Pos,Batting_Dismissal,Batting_Inns,Batting_Performance,Bowlling_Overs,Bowlling_Mdns,Bowlling_Runs,Bowlling_Wkts,Bowlling_Econ,Bowlling_Pos,Bowlling_Inns,Bowlling_Performance,Opposition,Ground,Start_Date
ODI # 3757,Kusal Mendis,77,76,64,13,0,120.31,3,caught,1,High,-,-,-,-,-,-,-,-,v England,The Oval,29-Jun-16
ODI # 3755,Kusal Mendis,53,83,66,5,1,80.3,3,caught,1,High,-,-,-,-,-,-,-,-,v England,Bristol,26-Jun-16
ODI # 3753,Kusal Mendis,0,12,9,0,0,0,3,lbw,1,Low,-,-,-,-,-,-,-,-,v England,Birmingham,24-Jun-16
ODI # 3751,Kusal Mendis,17,25,14,2,1,121.42,3,caught,1,High,-,-,-,-,-,-,-,-,v England,Nottingham,21-Jun-16
ODI # 3749,Kusal Mendis,8,-,7,1,0,114.28,8,caught,1,High,-,-,-,-,-,-,-,-,v Ireland,Dublin (Malahide),18-Jun-16
ODI # 3748,Kusal Mendis,51,-,59,8,0,86.44,3,caught,1,High,-,-,-,-,-,-,-,-,v Ireland,Dublin (Malahide),16-Jun-16
ODI # 4745,Lahiru Kumara,1,2,1,0,0,100,11,run out,1,High,8,0,48,4,6,3,2,High,v Bangladesh,Chattogram,18-Mar-24
ODI # 4744,Lahiru Kumara,DNB,-,-,-,-,-,-,-,2,-,8,0,50,0,6.25,3,1,High,v Bangladesh,Chattogram,15-Mar-24
ODI # 4743,Lahiru Kumara,5,15,7,1,0,71.42,10,not out,1,High,6,0,35,1,5.83,3,2,High,v Bangladesh,Chattogram,13-Mar-24
ODI # 4682,Lahiru Kumara,DNB,-,-,-,-,-,-,-,2,-,7,0,35,3,5,5,1,High,v England,Bengaluru,26-Oct-23
ODI # 4671,Lahiru Kumara,4,6,8,1,0,50,10,bowled,1,High,4,0,47,0,11.75,1,2,High,v Australia,Lucknow,16-Oct-23
ODI # 4606,Lahiru Kumara,2,9,5,0,0,40,10,lbw,1,Low,2,0,17,1,8.5,1,2,High,v Netherlands,Bulawayo,30-Jun-23
ODI # 4603,Lahiru Kumara,5,18,17,0,0,29.41,11,caught,1,Low,5,0,30,1,6,2,2,High,v Scotland,Bulawayo,27-Jun-23
ODI # 4599,Lahiru Kumara,4,14,4,1,0,100,10,caught,1,High,5,0,33,1,6.6,2,2,High,v Ireland,Bulawayo,25-Jun-23
ODI # 4595,Lahiru Kumara,DNB,-,-,-,-,-,-,-,2,-,8,2,22,3,2.75,2,1,Low,v Oman,Bulawayo,23-Jun-23
ODI # 4587,Lahiru Kumara,DNB,-,-,-,-,-,-,-,1,-,6,0,26,1,4.33,2,2,High,v U.A.E.,Bulawayo,19-Jun-23
ODI # 4583,Lahiru Kumara,DNB,-,-,-,-,-,-,-,2,-,5,0,29,2,5.8,2,1,High,v Afghanistan,Hambantota,7-Jun-23
ODI # 4579,Lahiru Kumara,4,9,5,0,0,80,9,not out,1,High,4.3,1,21,1,4.66,2,2,High,v Afghanistan,Hambantota,2-Jun-23
ODI # 4557,Lahiru Kumara,0,13,6,0,0,0,11,not out,1,Low,7.4,0,39,2,5.08,2,2,High,v New Zealand,Hamilton,31-Mar-23
ODI # 4548,Lahiru Kumara,10,21,10,1,1,100,10,caught,2,High,10,0,46,2,4.6,3,1,High,v New Zealand,Auckland,25-Mar-23
ODI # 4505,Lahiru Kumara,9,29,19,2,0,47.36,10,bowled,2,Low,10,1,87,2,8.7,2,1,High,v India,Thiruvananthapuram,15-Jan-23
ODI # 4503,Lahiru Kumara,0,4,2,0,0,0,11,bowled,1,Low,9.2,0,64,2,6.85,2,2,High,v India,Eden Gardens,12-Jan-23
ODI # 4488,Lahiru Kumara,DNB,-,-,-,-,-,-,-,2,-,6.2,0,50,2,7.89,3,1,High,v Afghanistan,Pallekele,27-Nov-22
ODI # 4485,Lahiru Kumara,0,8,1,0,0,0,11,not out,2,Low,8,0,54,1,6.75,3,1,High,v Afghanistan,Pallekele,25-Nov-22
ODI # 4212,Lahiru Kumara,DNB,-,-,-,-,-,-,-,1,-,7,0,55,1,7.85,3,2,High,v Pakistan,Karachi,2-Oct-19
ODI # 4211,Lahiru Kumara,1,-,8,0,0,12.5,10,lbw,2,Low,10,0,59,1,5.9,4,1,High,v Pakistan,Karachi,30-Sep-19
ODI # 4195,Lahiru Kumara,DNB,-,-,-,-,-,-,-,1,-,5,0,26,2,5.2,6,2,High,v Bangladesh,Colombo (RPS),31-Jul-19
ODI # 4194,Lahiru Kumara,DNB,-,-,-,-,-,-,-,2,-,10,0,42,0,4.2,4,1,High,v Bangladesh,Colombo (RPS),28-Jul-19
ODI # 4193,Lahiru Kumara,DNB,-,-,-,-,-,-,-,1,-,7,0,45,1,6.42,4,2,High,v Bangladesh,Colombo (RPS),26-Jul-19
ODI # 4031,Lahiru Kumara,DNB,-,-,-,-,-,-,-,1,-,5.4,0,34,2,6,5,2,High,v South Africa,Colombo (RPS),12-Aug-18
ODI # 4030,Lahiru Kumara,DNB,-,-,-,-,-,-,-,1,-,3,0,28,0,9.33,5,2,High,v South Africa,Pallekele,8-Aug-18
ODI # 4029,Lahiru Kumara,7,-,13,1,0,53.84,11,not out,2,High,10,0,67,2,6.7,2,1,High,v South Africa,Pallekele,5-Aug-18
ODI # 4025,Lahiru Kumara,3,-,6,0,0,50,11,stumped,1,High,3,0,11,0,3.66,4,2,Low,v South Africa,Dambulla,29-Jul-18
ODI # 3855,Lahiru Kumara,0,-,4,0,0,0,11,not out,2,Low,8,0,74,1,9.25,2,1,High,v Bangladesh,Dambulla,25-Mar-17
ODI # 3834,Lahiru Kumara,DNB,-,-,-,-,-,-,-,2,-,7,0,60,0,8.57,2,1,High,v South Africa,Centurion,10-Feb-17
ODI # 3833,Lahiru Kumara,1,9,7,0,0,14.28,10,not out,2,Low,7,0,73,2,10.42,2,1,High,v South Africa,Cape Town,7-Feb-17
ODI # 3831,Lahiru Kumara,5,11,7,1,0,71.42,10,caught,1,High,8,0,49,1,6.12,2,2,High,v South Africa,Johannesburg,4-Feb-17
ODI # 4786,Mahesh Theekshana,DNB,-,-,-,-,-,-,,1,-,5,0,39,0,7.8,-,-,High,v West Indies,Pallekele,26-Oct-24
ODI # 4784,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,9,1,25,3,2.77,8.33,18,Low,v West Indies,Pallekele,23-Oct-24
ODI # 4754,Mahesh Theekshana,3,7,4,0,0,75,9,,1,High,8,0,45,2,5.62,22.5,24,High,v India,Colombo (RPS),7-Aug-24
ODI # 4745,Mahesh Theekshana,15,53,40,0,0,37.5,9,,1,Low,9.2,1,35,0,3.75,-,-,Low,v Bangladesh,Chattogram,18-Mar-24
ODI # 4743,Mahesh Theekshana,1,8,7,0,0,14.28,8,,1,Low,9.4,0,47,0,4.86,-,-,High,v Bangladesh,Chattogram,13-Mar-24
ODI # 4727,Mahesh Theekshana,DNB,-,-,-,-,-,-,,1,-,6,0,25,0,4.16,-,-,High,v Afghanistan,Pallekele,11-Feb-24
ODI # 4725,Mahesh Theekshana,DNB,-,-,-,-,-,-,,1,-,10,0,56,0,5.6,-,-,High,v Afghanistan,Pallekele,9-Feb-24
ODI # 4720,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,5,1,15,1,3,15,30,Low,v Zimbabwe,Colombo (RPS),11-Jan-24
ODI # 4719,Mahesh Theekshana,18,38,31,1,0,58.06,8,,2,High,9.4,1,31,4,3.2,7.75,14.5,Low,v Zimbabwe,Colombo (RPS),8-Jan-24
ODI # 4718,Mahesh Theekshana,10,17,16,0,0,62.5,8,,1,High,-,-,-,-,-,-,-,-,v Zimbabwe,Colombo (RPS),6-Jan-24
ODI # 4698,Mahesh Theekshana,38,109,91,3,0,41.75,9,,1,Low,7,0,43,1,6.14,43,42,High,v New Zealand,Bengaluru,9-Nov-23
ODI # 4695,Mahesh Theekshana,21,35,31,3,0,67.74,8,,1,High,9,0,44,2,4.88,22,27,High,v Bangladesh,Delhi,6-Nov-23
ODI # 4690,Mahesh Theekshana,12,37,23,2,0,52.17,9,,2,High,10,0,67,0,6.7,-,-,High,v India,Wankhede,2-Nov-23
ODI # 4687,Mahesh Theekshana,29,31,31,3,1,93.54,9,,1,High,10,0,55,0,5.5,-,-,High,v Afghanistan,Pune,30-Oct-23
ODI # 4682,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,8.2,1,21,1,2.52,21,50,Low,v England,Bengaluru,26-Oct-23
ODI # 4676,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,10,0,44,1,4.4,44,60,High,v Netherlands,Lucknow,21-Oct-23
ODI # 4671,Mahesh Theekshana,0,7,5,0,0,0,9,,1,Low,7,0,49,0,7,-,-,High,v Australia,Lucknow,16-Oct-23
ODI # 4665,Mahesh Theekshana,0,6,4,0,0,0,9,,1,Low,10,0,59,1,5.9,59,60,High,v Pakistan,Hyderabad,10-Oct-23
ODI # 4644,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,9,0,42,1,4.66,42,54,High,v Pakistan,Colombo (RPS),14-Sep-23
ODI # 4641,Mahesh Theekshana,2,18,14,0,0,14.28,9,,2,Low,9.1,0,41,1,4.47,41,55,High,v India,Colombo (RPS),12-Sep-23
ODI # 4637,Mahesh Theekshana,2,3,3,0,0,66.66,9,,1,High,9,0,69,3,7.66,23,18,High,v Bangladesh,Colombo (RPS),9-Sep-23
ODI # 4633,Mahesh Theekshana,28,44,24,2,1,116.66,9,,1,High,10,0,62,1,6.2,62,60,High,v Afghanistan,Lahore,5-Sep-23
ODI # 4629,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,8,1,19,2,2.37,9.5,24,Low,v Bangladesh,Pallekele,31-Aug-23
ODI # 4620,Mahesh Theekshana,13,46,30,0,0,43.33,9,,1,Low,6.3,1,31,4,4.76,7.75,9.7,High,v Netherlands,Harare,9-Jul-23
ODI # 4618,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,10,0,34,4,3.4,8.5,15,Low,v West Indies,Harare,7-Jul-23
ODI # 4609,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,8.2,1,25,4,3,6.25,12.5,Low,v Zimbabwe,Bulawayo,2-Jul-23
ODI # 4606,Mahesh Theekshana,28,55,47,1,0,59.57,9,,1,High,9,2,31,3,3.44,10.33,18,Low,v Netherlands,Bulawayo,30-Jun-23
ODI # 4603,Mahesh Theekshana,16,35,21,1,0,76.19,9,,1,High,10,0,41,3,4.1,13.66,20,High,v Scotland,Bulawayo,27-Jun-23
ODI # 4599,Mahesh Theekshana,0,3,2,0,0,0,9,,1,Low,6,0,29,2,4.83,14.5,18,High,v Ireland,Bulawayo,25-Jun-23
ODI # 4595,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,4,0,23,0,5.75,-,-,High,v Oman,Bulawayo,23-Jun-23
ODI # 4587,Mahesh Theekshana,DNB,-,-,-,-,-,-,,1,-,10,0,43,1,4.3,43,60,High,v U.A.E.,Bulawayo,19-Jun-23
ODI # 4583,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,4,0,16,1,4,16,24,High,v Afghanistan,Hambantota,7-Jun-23
ODI # 4580,Mahesh Theekshana,DNB,-,-,-,-,-,-,,1,-,7.1,0,35,1,4.88,35,43,High,v Afghanistan,Hambantota,4-Jun-23
ODI # 4490,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,7,0,46,0,6.57,-,-,High,v Afghanistan,Pallekele,30-Nov-22
ODI # 4488,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,10,1,49,2,4.9,24.5,30,High,v Afghanistan,Pallekele,27-Nov-22
ODI # 4485,Mahesh Theekshana,3,18,12,0,0,25,9,,2,Low,10,0,62,1,6.2,62,60,High,v Afghanistan,Pallekele,25-Nov-22
ODI # 4418,Mahesh Theekshana,2,11,8,0,0,25,11,,1,Low,10,1,26,2,2.6,13,30,Low,v Australia,Colombo (RPS),24-Jun-22
ODI # 4416,Mahesh Theekshana,0,5,5,0,0,0,11,,1,Low,10,1,40,1,4,40,60,High,v Australia,Colombo (RPS),21-Jun-22
ODI # 4415,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,10,0,37,0,3.7,-,-,Low,v Australia,Colombo (RPS),19-Jun-22
ODI # 4412,Mahesh Theekshana,11,17,14,1,0,78.57,11,,1,High,8,0,44,0,5.5,-,-,High,v Australia,Pallekele,16-Jun-22
ODI # 4409,Mahesh Theekshana,DNB,-,-,-,-,-,-,,1,-,8,0,51,1,6.37,51,48,High,v Australia,Pallekele,14-Jun-22
ODI # 4347,Mahesh Theekshana,1,4,2,0,0,50,11,,1,High,6,1,10,1,1.66,10,36,Low,v Zimbabwe,Pallekele,21-Jan-22
ODI # 4343,Mahesh Theekshana,4,8,4,0,0,100,10,,2,High,10,0,49,1,4.9,49,60,High,v Zimbabwe,Pallekele,18-Jan-22
ODI # 4341,Mahesh Theekshana,DNB,-,-,-,-,-,-,,2,-,10,0,40,0,4,-,-,High,v Zimbabwe,Pallekele,16-Jan-22
ODI # 4318,Mahesh Theekshana,10,40,26,0,0,38.46,10,,1,Low,-,-,-,-,-,-,-,-,v South Africa,Colombo (RPS),7-Sep-21
ODI # 4786,Pathum Nissanka ,56,-,62,8,1,90.32,1,run out,1,High,-,-,-,-,-,-,-,-,v West Indies,Pallekele,26-Oct-24
ODI # 4754,Pathum Nissanka ,45,70,65,5,2,69.23,1,caught,1,High,-,-,-,-,-,-,-,-,v India,Colombo (RPS),7-Aug-24
ODI # 4753,Pathum Nissanka ,0,-,1,0,0,0,1,caught,1,Low,-,-,-,-,-,-,-,-,v India,Colombo (RPS),4-Aug-24
ODI # 4752,Pathum Nissanka ,56,116,75,9,0,74.66,1,lbw,1,High,-,-,-,-,-,-,-,-,v India,Colombo (RPS),2-Aug-24
ODI # 4745,Pathum Nissanka ,1,9,8,0,0,12.5,1,lbw,1,Low,-,-,-,-,-,-,-,-,v Bangladesh,Chattogram,18-Mar-24
ODI # 4744,Pathum Nissanka ,114,169,113,13,3,100.88,1,caught,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Chattogram,15-Mar-24
ODI # 4743,Pathum Nissanka ,36,51,28,5,1,128.57,1,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Chattogram,13-Mar-24
ODI # 4729,Pathum Nissanka ,118,136,101,16,2,116.83,1,caught,2,High,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,14-Feb-24
ODI # 4727,Pathum Nissanka ,18,21,17,3,0,105.88,1,lbw,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,11-Feb-24
ODI # 4725,Pathum Nissanka ,210,221,139,20,8,151.07,1,not out,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,9-Feb-24
ODI # 4698,Pathum Nissanka ,2,9,8,0,0,25,1,caught,1,Low,-,-,-,-,-,-,-,-,v New Zealand,Bengaluru,9-Nov-23
ODI # 4695,Pathum Nissanka ,41,61,36,8,0,113.88,1,bowled,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Delhi,6-Nov-23
ODI # 4690,Pathum Nissanka ,0,2,1,0,0,0,1,lbw,2,Low,-,-,-,-,-,-,-,-,v India,Wankhede,2-Nov-23
ODI # 4687,Pathum Nissanka ,46,82,60,5,0,76.66,1,caught,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Pune,30-Oct-23
ODI # 4682,Pathum Nissanka ,77,110,83,7,2,92.77,1,not out,2,High,-,-,-,-,-,-,-,-,v England,Bengaluru,26-Oct-23
ODI # 4676,Pathum Nissanka ,54,69,52,9,0,103.84,1,caught,2,High,-,-,-,-,-,-,-,-,v Netherlands,Lucknow,21-Oct-23
ODI # 4671,Pathum Nissanka ,61,103,67,8,0,91.04,1,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Lucknow,16-Oct-23
ODI # 4665,Pathum Nissanka ,51,79,61,7,1,83.6,1,caught,1,High,-,-,-,-,-,-,-,-,v Pakistan,Hyderabad,10-Oct-23
ODI # 4661,Pathum Nissanka ,0,6,3,0,0,0,1,bowled,2,Low,-,-,-,-,-,-,-,-,v South Africa,Delhi,7-Oct-23
ODI # 4649,Pathum Nissanka ,2,16,4,0,0,50,1,caught,1,High,-,-,-,-,-,-,-,-,v India,Colombo (RPS),17-Sep-23
ODI # 4644,Pathum Nissanka ,29,57,44,4,0,65.9,1,caught,2,High,-,-,-,-,-,-,-,-,v Pakistan,Colombo (RPS),14-Sep-23
ODI # 4641,Pathum Nissanka ,6,11,7,1,0,85.71,1,caught,2,High,-,-,-,-,-,-,-,-,v India,Colombo (RPS),12-Sep-23
ODI # 4637,Pathum Nissanka ,40,92,60,5,0,66.66,1,lbw,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Colombo (RPS),9-Sep-23
ODI # 4633,Pathum Nissanka ,41,55,40,6,0,102.5,1,caught,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Lahore,5-Sep-23
ODI # 4629,Pathum Nissanka ,14,18,13,1,0,107.69,1,caught,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Pallekele,31-Aug-23
ODI # 4620,Pathum Nissanka ,23,48,33,3,0,69.69,1,caught,1,High,-,-,-,-,-,-,-,-,v Netherlands,Harare,9-Jul-23
ODI # 4618,Pathum Nissanka ,104,124,113,14,0,92.03,1,caught,2,High,-,-,-,-,-,-,-,-,v West Indies,Harare,7-Jul-23
ODI # 4609,Pathum Nissanka ,101,135,102,14,0,99.01,1,not out,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Bulawayo,2-Jul-23
ODI # 4606,Pathum Nissanka ,0,1,1,0,0,0,1,caught,1,Low,-,-,-,-,-,-,-,-,v Netherlands,Bulawayo,30-Jun-23
ODI # 4603,Pathum Nissanka ,75,121,85,10,0,88.23,1,caught,1,High,-,-,-,-,-,-,-,-,v Scotland,Bulawayo,27-Jun-23
ODI # 4599,Pathum Nissanka ,20,42,26,4,0,76.92,1,caught,1,High,-,-,-,-,-,-,-,-,v Ireland,Bulawayo,25-Jun-23
ODI # 4595,Pathum Nissanka ,37,58,39,5,0,94.87,1,not out,2,High,-,-,-,-,-,-,-,-,v Oman,Bulawayo,23-Jun-23
ODI # 4587,Pathum Nissanka ,57,-,76,5,0,75,1,bowled,1,High,-,-,-,-,-,-,-,-,v U.A.E.,Bulawayo,19-Jun-23
ODI # 4583,Pathum Nissanka ,51,44,34,8,2,150,1,lbw,2,High,-,-,-,-,-,-,-,-,v Afghanistan,Hambantota,7-Jun-23
ODI # 4580,Pathum Nissanka ,43,73,56,6,0,76.78,1,lbw,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Hambantota,4-Jun-23
ODI # 4579,Pathum Nissanka ,38,101,59,5,0,64.4,1,caught,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Hambantota,2-Jun-23
ODI # 4557,Pathum Nissanka ,57,109,64,8,1,89.06,1,run out,1,High,-,-,-,-,-,-,-,-,v New Zealand,Hamilton,31-Mar-23
ODI # 4548,Pathum Nissanka ,9,15,10,2,0,90,1,bowled,2,High,-,-,-,-,-,-,-,-,v New Zealand,Auckland,25-Mar-23
ODI # 4501,Pathum Nissanka ,72,125,80,11,0,90,1,caught,2,High,-,-,-,-,-,-,-,-,v India,Guwahati,10-Jan-23
ODI # 4490,Pathum Nissanka ,35,77,55,3,0,63.63,1,bowled,2,High,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,30-Nov-22
ODI # 4488,Pathum Nissanka ,3,15,8,0,0,37.5,1,not out,2,Low,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,27-Nov-22
ODI # 4485,Pathum Nissanka ,85,135,83,10,0,102.4,1,bowled,2,High,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,25-Nov-22
ODI # 4418,Pathum Nissanka ,2,10,4,0,0,50,2,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Colombo (RPS),24-Jun-22
ODI # 4416,Pathum Nissanka ,13,42,25,2,0,52,2,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Colombo (RPS),21-Jun-22
ODI # 4415,Pathum Nissanka ,137,203,147,11,2,93.19,2,caught,2,High,-,-,-,-,-,-,-,-,v Australia,Colombo (RPS),19-Jun-22
ODI # 4412,Pathum Nissanka ,14,24,17,3,0,82.35,2,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Pallekele,16-Jun-22
ODI # 4409,Pathum Nissanka ,56,100,68,6,1,82.35,2,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Pallekele,14-Jun-22
ODI # 4347,Pathum Nissanka ,55,90,66,6,0,83.33,1,run out,1,High,-,-,-,-,-,-,-,-,v Zimbabwe,Pallekele,21-Jan-22
ODI # 4343,Pathum Nissanka ,16,27,24,3,0,66.66,1,caught,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Pallekele,18-Jan-22
ODI # 4341,Pathum Nissanka ,75,105,71,10,0,105.63,1,caught,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Pallekele,16-Jan-22
ODI # 4298,Pathum Nissanka ,6,24,17,1,0,35.29,3,caught,1,Low,-,-,-,-,-,-,-,-,v England,Bristol,4-Jul-21
ODI # 4297,Pathum Nissanka ,5,20,12,1,0,41.66,1,bowled,1,Low,-,-,-,-,-,-,-,-,v England,The Oval,1-Jul-21
ODI # 4296,Pathum Nissanka ,5,20,19,0,0,26.31,1,caught,1,Low,-,-,-,-,-,-,-,-,v England,Chester-le-Street,29-Jun-21
ODI # 4292,Pathum Nissanka ,0,5,4,0,0,0,3,caught,1,Low,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,28-May-21
ODI # 4291,Pathum Nissanka ,20,60,36,2,0,55.55,3,caught,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,25-May-21
ODI # 4290,Pathum Nissanka ,8,13,13,1,0,61.53,3,caught,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,23-May-21
ODI # 4278,Pathum Nissanka ,24,38,25,3,0,96,3,lbw,1,High,-,-,-,-,-,-,-,-,v West Indies,North Sound,14-Mar-21
ODI # 4277,Pathum Nissanka ,10,21,13,1,0,76.92,3,bowled,1,High,-,-,-,-,-,-,-,-,v West Indies,North Sound,12-Mar-21
ODI # 4276,Pathum Nissanka ,8,29,16,1,0,50,3,run out,1,High,-,-,-,-,-,-,-,-,v West Indies,North Sound,10-Mar-21
ODI # 4786,Sadeera Samarawickrama,DNB,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,v West Indies,Pallekele,26-Oct-24
ODI # 4784,Sadeera Samarawickrama,38,63,50,6,0,76,4,caught,2,High,-,-,-,-,-,-,-,-,v West Indies,Pallekele,23-Oct-24
ODI # 4783,Sadeera Samarawickrama,18,16,12,3,0,150,4,bowled,2,High,-,-,-,-,-,-,-,-,v West Indies,Pallekele,20-Oct-24
ODI # 4754,Sadeera Samarawickrama,0,4,1,0,0,0,5,lbw,1,Low,-,-,-,-,-,-,-,-,v India,Colombo (RPS),7-Aug-24
ODI # 4753,Sadeera Samarawickrama,14,39,31,1,0,45.16,4,caught,1,Low,-,-,-,-,-,-,-,-,v India,Colombo (RPS),4-Aug-24
ODI # 4752,Sadeera Samarawickrama,8,21,18,0,0,44.44,4,caught,1,Low,-,-,-,-,-,-,-,-,v India,Colombo (RPS),2-Aug-24
ODI # 4745,Sadeera Samarawickrama,14,33,15,2,0,93.33,4,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Chattogram,18-Mar-24
ODI # 4744,Sadeera Samarawickrama,1,5,4,0,0,25,4,caught,2,Low,-,-,-,-,-,-,-,-,v Bangladesh,Chattogram,15-Mar-24
ODI # 4743,Sadeera Samarawickrama,3,7,5,0,0,60,4,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Chattogram,13-Mar-24
ODI # 4729,Sadeera Samarawickrama,8,11,5,1,0,160,4,not out,2,High,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,14-Feb-24
ODI # 4727,Sadeera Samarawickrama,52,70,61,3,0,85.24,4,caught,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,11-Feb-24
ODI # 4725,Sadeera Samarawickrama,45,58,36,4,1,125,4,caught,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,9-Feb-24
ODI # 4720,Sadeera Samarawickrama,14,14,17,1,0,82.35,4,not out,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Colombo (RPS),11-Jan-24
ODI # 4719,Sadeera Samarawickrama,4,9,3,1,0,133.33,3,caught,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Colombo (RPS),8-Jan-24
ODI # 4718,Sadeera Samarawickrama,41,38,31,8,0,132.25,3,caught,1,High,-,-,-,-,-,-,-,-,v Zimbabwe,Colombo (RPS),6-Jan-24
ODI # 4698,Sadeera Samarawickrama,1,2,2,0,0,50,4,caught,1,High,-,-,-,-,-,-,-,-,v New Zealand,Bengaluru,9-Nov-23
ODI # 4695,Sadeera Samarawickrama,41,53,42,4,0,97.61,4,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Delhi,6-Nov-23
ODI # 4690,Sadeera Samarawickrama,0,4,4,0,0,0,4,caught,2,Low,-,-,-,-,-,-,-,-,v India,Wankhede,2-Nov-23
ODI # 4687,Sadeera Samarawickrama,36,42,40,3,0,90,4,lbw,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Pune,30-Oct-23
ODI # 4682,Sadeera Samarawickrama,65,84,54,7,1,120.37,4,not out,2,High,-,-,-,-,-,-,-,-,v England,Bengaluru,26-Oct-23
ODI # 4676,Sadeera Samarawickrama,91,168,107,7,0,85.04,4,not out,2,High,-,-,-,-,-,-,-,-,v Netherlands,Lucknow,21-Oct-23
ODI # 4671,Sadeera Samarawickrama,8,15,8,1,0,100,4,lbw,1,High,-,-,-,-,-,-,-,-,v Australia,Lucknow,16-Oct-23
ODI # 4665,Sadeera Samarawickrama,108,139,89,11,2,121.34,4,caught,1,High,-,-,-,-,-,-,-,-,v Pakistan,Hyderabad,10-Oct-23
ODI # 4661,Sadeera Samarawickrama,23,22,19,3,1,121.05,4,caught,2,High,-,-,-,-,-,-,-,-,v South Africa,Delhi,7-Oct-23
ODI # 4649,Sadeera Samarawickrama,0,2,2,0,0,0,4,lbw,1,Low,-,-,-,-,-,-,-,-,v India,Colombo (RPS),17-Sep-23
ODI # 4644,Sadeera Samarawickrama,48,70,51,4,0,94.11,4,stumped,2,High,-,-,-,-,-,-,-,-,v Pakistan,Colombo (RPS),14-Sep-23
ODI # 4641,Sadeera Samarawickrama,17,56,31,1,0,54.83,4,stumped,2,High,-,-,-,-,-,-,-,-,v India,Colombo (RPS),12-Sep-23
ODI # 4637,Sadeera Samarawickrama,93,118,72,8,2,129.16,4,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Colombo (RPS),9-Sep-23
ODI # 4633,Sadeera Samarawickrama,3,9,8,0,0,37.5,4,caught,1,Low,-,-,-,-,-,-,-,-,v Afghanistan,Lahore,5-Sep-23
ODI # 4629,Sadeera Samarawickrama,54,115,77,6,0,70.12,4,stumped,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Pallekele,31-Aug-23
ODI # 4620,Sadeera Samarawickrama,19,39,23,4,0,82.6,2,caught,1,High,-,-,-,-,-,-,-,-,v Netherlands,Harare,9-Jul-23
ODI # 4618,Sadeera Samarawickrama,17,26,18,1,0,94.44,4,not out,2,High,-,-,-,-,-,-,-,-,v West Indies,Harare,7-Jul-23
